id,language,category,query,keyword,response,enabled
257,de,Netzwerk & Konnektivität,Wie finde ich meine IP-Adresse auf FuriOS?,"IP-Adresse, IPv4, IPv6, Netzwerkadresse","Gehen Sie zu Einstellungen > WLAN, tippen Sie auf Ihr verbundenes Netzwerk und zeigen Sie den Reiter Details an. Ihre IPv4-Adresse und IPv6-Adresse werden dort zusammen mit den DNS-Einstellungen angezeigt.",yes
258,de,Netzwerk & Konnektivität,Wie finde ich meine MAC-Adresse auf FuriOS?,"MAC-Adresse, Hardware-Adresse, WLAN-MAC","Gehen Sie zu Einstellungen > WLAN, tippen Sie auf Ihr verbundenes Netzwerk und zeigen Sie den Reiter Details an. Ihre Hardware-Adresse (MAC-Adresse) wird dort angezeigt.",yes
259,de,Netzwerk & Konnektivität,Wie stelle ich eine WLAN-Verbindung so ein dass das Handy sich automatisch mit dem WLAN-Router verbindet?,"Auto-Connect WLAN, automatisches WLAN, automatisch verbinden","Gehen Sie zu Einstellungen > WLAN, tippen Sie auf Ihr verbundenes Netzwerk und aktivieren Sie im Reiter Details das Kontrollkästchen Automatisch verbinden. Das Gerät verbindet sich automatisch mit diesem Netzwerk wenn es in Reichweite ist.",yes
260,de,Netzwerk & Konnektivität,Wie teile ich eine WLAN-Verbindung mit anderen Benutzern auf FuriOS?,"WLAN teilen, WLAN andere Benutzer, Multi-Benutzer-WLAN","Gehen Sie zu Einstellungen > WLAN, tippen Sie auf ein Netzwerk und aktivieren Sie im Reiter Details Für andere Benutzer verfügbar machen. Dies ermöglicht anderen Benutzerkonten auf dem Gerät die Verwendung dieser gespeicherten Verbindung.",yes
261,de,Netzwerk & Konnektivität,Wie stelle ich ein WLAN-Netzwerk als getaktet auf FuriOS ein?,"getaktete Verbindung, Datenlimit, getaktetes WLAN","Gehen Sie zu Einstellungen > WLAN, tippen Sie auf ein Netzwerk und aktivieren Sie im Reiter Details Getaktete Verbindung. Dies gibt an dass die Verbindung Datengrenzen hat oder Gebühren entstehen können. Software-Updates und große Downloads starten nicht automatisch auf getakteten Verbindungen.",yes
262,de,Netzwerk & Konnektivität,Wie zeige ich WLAN-Identitätseinstellungen an oder ändere sie?,"WLAN-Identität, BSSID, geklonte MAC, MAC-Adressrandomisierung","Gehen Sie zu Einstellungen > WLAN, tippen Sie auf ein Netzwerk und wählen Sie den Reiter Identität. Hier können Sie anzeigen und konfigurieren: BSSID, MAC-Adresse und Geklonte Adresse Einstellungen.",yes
263,de,Einstellungen,Wie konfiguriere ich eine statische IP-Adresse auf WLAN?,"statische IP, manuelle IP, feste IP-Adresse, DHCP aus","Gehen Sie zu Einstellungen > WLAN, tippen Sie auf ein Netzwerk, wählen Sie den Reiter IPv4 und ändern Sie IPv4-Methode von Automatisch (DHCP) auf Manuell. Geben Sie dann Ihre gewünschte Adresse, Netzmaske, DNS und Routen ein.",yes
264,de,Allgemein,Welche IPv4-Methoden sind auf WLAN auf FuriOS verfügbar?,"IPv4-Methoden, DHCP, manuelle IP, geteilt","Gehen Sie zu Einstellungen > WLAN, tippen Sie auf ein Netzwerk und wählen Sie den Reiter IPv4. Verfügbare Methoden sind: Automatisch (DHCP) - erhält IP automatisch, Manuell - statische IP einstellen und Für andere Computer geteilt - Verbindung teilen.",yes
265,de,Einstellungen,Wie stelle ich benutzerdefinierte DNS-Server für WLAN ein?,"benutzerdefiniertes DNS, DNS ändern, DNS-Einstellungen","Gehen Sie zu Einstellungen > WLAN, tippen Sie auf ein Netzwerk und wählen Sie den Reiter IPv4 oder IPv6. Geben Sie im DNS-Feld Ihre bevorzugten DNS-Serveradressen ein. Trennen Sie mehrere IP-Adressen mit Kommas.",yes
266,de,Einstellungen,Wie konfiguriere ich IPv6-Einstellungen auf WLAN?,"IPv6-Einstellungen, IPv6 konfigurieren, IPv6 manuell","Gehen Sie zu Einstellungen > WLAN, tippen Sie auf ein Netzwerk und wählen Sie den Reiter IPv6. Wählen Sie Ihre Methode: Automatisch, Automatisch, DHCP, Nur Lokal-Link, Manuell, Für andere Geräte geteilt oder Deaktivieren.",yes
267,de,Allgemein,Welche IPv6-Methoden sind auf WLAN auf FuriOS verfügbar?,"IPv6-Methoden, IPv6-Optionen, IPv6-Modi","Gehen Sie zu Einstellungen > WLAN > [Netzwerk] > IPv6. Methoden umfassen: Automatisch, Automatisch, DHCP, Nur Lokal-Link, Manuell (Adresse, Präfix, Gateway eingeben), Für andere Geräte geteilt und Deaktivieren (IPv6 ausschalten).",yes
268,de,Allgemein,Wie deaktiviere ich IPv6 auf FuriOS?,"IPv6 deaktivieren, IPv6 ausschalten, IPv6 aus","Gehen Sie zu Einstellungen > WLAN, tippen Sie auf ein Netzwerk, wählen Sie den Reiter IPv6 und stellen Sie IPv6-Methode auf Deaktivieren. Tippen Sie auf Anwenden um die Änderungen zu speichern.",yes
269,de,Netzwerk & Konnektivität,Wie verwende ich eine WLAN-Verbindung nur für ihre eigenen Netzwerkressourcen?,"nur Netzwerk, lokale Ressourcen, keine Standardroute","Gehen Sie zu Einstellungen > WLAN, tippen Sie auf ein Netzwerk, wählen Sie den Reiter IPv4 oder IPv6 und aktivieren Sie Diese Verbindung nur für Ressourcen in seinem Netzwerk verwenden. Dies verhindert dass die Verbindung Ihre Standardroute wird.",yes
270,de,Netzwerk & Konnektivität,Wie zeige ich WLAN-Sicherheitseinstellungen an oder ändere sie?,"WLAN-Sicherheit, WLAN-Passwort, WPA, WPA2, WPA3","Gehen Sie zu Einstellungen > WLAN, tippen Sie auf ein Netzwerk und wählen Sie den Reiter Sicherheit. Hier können Sie den Sicherheitstyp (z.B. WPA & WPA2 Personal) sehen und das Passwort aktualisieren. Aktivieren Sie Passwort anzeigen um das aktuelle Passwort anzuzeigen.",yes
271,de,Netzwerk & Konnektivität,Wie ändere ich mein gespeichertes WLAN-Passwort?,"WLAN-Passwort ändern, WLAN-Passwort aktualisieren, falsches Passwort","Gehen Sie zu Einstellungen > WLAN, tippen Sie auf das gespeicherte Netzwerk, wählen Sie den Reiter Sicherheit, geben Sie das neue Passwort in das Passwortfeld ein und tippen Sie auf Anwenden um zu speichern.",yes
272,de,Einstellungen,Wie greife ich auf Quick Settings auf FuriOS zu?,"Quick Settings, Benachrichtigungsbereich, nach unten wischen, Schalter",Von oben des Bildschirms nach unten wischen um das Quick Settings Panel zu öffnen. Hier können Sie WLAN   Bluetooth Taschenlampe  Hotspot umschalten und Benachrichtigungen anzeigen. Nach unten wischen um für weitere Optionen zu expandieren.,yes
273,de,Hardware-Funktionen,Wie schalte ich die Taschenlampe/Fackel auf FuriOS ein?,"Taschenlampe, Fackel, LED-Licht",Von oben des Bildschirms nach unten wischen um Quick Settings zu öffnen   dann tippen Sie auf das Taschenlampen-Symbol um die Taschenlampe einzuschalten. Tippen Sie erneut um sie auszuschalten.,yes
274,de,Einstellungen,Wie lösche ich Benachrichtigungen auf FuriOS?,"Benachrichtigungen löschen, Benachrichtigungen verwerfen, Benachrichtigungen entfernen",Von oben des Bildschirms nach unten wischen um den Benachrichtigungsbereich zu öffnen. Tippen Sie auf Alle löschen oben rechts um alle Benachrichtigungen auf einmal zu verwerfen. Sie können auch einzelne Benachrichtigungen nach links oder rechts wischen um sie zu verwerfen.,yes
275,de,Netzwerk & Konnektivität,Wie schalte ich Hotspot schnell über das Benachrichtigungsbereich um?,"schneller Hotspot, Hotspot umschalten, Hotspot-Verknüpfung",Von oben des Bildschirms nach unten wischen um Quick Settings zu öffnen. Tippen Sie auf das Hotspot-Symbol um es schnell ein- oder auszuschalten ohne in die Einstellungen zu gehen.,yes
276,de,Einstellungen,Welche Quick Toggles sind im FuriOS-Benachrichtigungsbereich verfügbar?,"Quick Toggles, Benachrichtigungs-Toggles, schneller Zugriff","Das Quick Settings Panel (von oben nach unten wischen) enthält Umschalter für: WLAN, Bluetooth, Taschenlampe (Taschenlampe), Hotspot und zeigt das aktuelle Datum und den Batterieprozentsatz.",yes
277,de,Allgemein,Wo werden Screenshots auf FuriOS gespeichert?,"Screenshot-Speicherort, Screenshot-Ordner, gespeicherte Screenshots",Screenshots auf FuriOS werden unter /home/furios/Pictures/Screenshots/ gespeichert. Wenn Sie einen Screenshot machen erscheint eine Benachrichtigung mit dem vollständigen Pfad zur gespeicherten Datei.,yes
278,de,Netzwerk & Konnektivität,Welche Reiter sind beim Anzeigen von WLAN-Netzwerkeinstellungen verfügbar?,"WLAN-Reiter, Netzwerkeinstellungs-Reiter, WLAN-Optionen","Wenn Sie in den Einstellungen auf ein WLAN-Netzwerk tippen können Sie auf diese Reiter zugreifen: Details (Verbindungsinfo), Identität (BSSID, MAC), IPv4 (IP-Konfiguration), IPv6 (IPv6-Konfiguration) und Sicherheit (Passwort und Verschlüsselung).",yes
279,de,Netzwerk & Konnektivität,Wie greife ich auf Netzwerkeinstellungen auf FuriOS zu?,"Netzwerkeinstellungen, VPN, Proxy",Gehen Sie zu Einstellungen > Netzwerk. Hier können Sie VPN-Verbindungen und Proxy-Einstellungen konfigurieren.,yes
280,de,Allgemein,Wie richte ich ein VPN auf FuriOS ein?,"VPN, VPN hinzufügen, VPN-Setup","Gehen Sie zu Einstellungen > Netzwerk > VPN und tippen Sie auf die + Schaltfläche. Wählen Sie Ihren VPN-Typ: L2TP, OpenVPN, PPTP, SSTP, Cisco-kompatibel (vpnc) oder WireGuard. Sie können auch eine VPN-Konfiguration aus einer Datei importieren.",yes
281,de,Support,Welche VPN-Typen werden auf FuriOS unterstützt?,"VPN-Typen, VPN-Protokolle, VPN-Optionen","FuriOS unterstützt: L2TP (Layer 2 Tunneling Protocol), OpenVPN, PPTP (Point-to-Point Tunneling), SSTP (Secure Socket Tunneling), Cisco-kompatibeles VPN (vpnc) und WireGuard. Sie können auch VPN-Konfigurationen aus einer Datei importieren.",yes
282,de,Allgemein,Wie richte ich WireGuard VPN auf FuriOS ein?,"WireGuard, WireGuard VPN, WireGuard-Setup","Gehen Sie zu Einstellungen > Netzwerk > VPN, tippen Sie auf + und wählen Sie WireGuard. Geben Sie den Verbindungsnamen, Schnittstellennamen, privaten Schlüssel, Listen-Port (Standard 51820) ein und konfigurieren Sie Ihre Peers. Sie können auch MTU und fwmark Werte einstellen.",yes
283,de,Netzwerk & Konnektivität,Wie konfiguriere ich einen Netzwerk-Proxy auf FuriOS?,"Proxy, Netzwerk-Proxy, Proxy-Einstellungen",Gehen Sie zu Einstellungen > Netzwerk > Proxy. Aktivieren Sie Netzwerk-Proxy und setzen Sie die Konfiguration auf Automatisch. Geben Sie die Konfigurations-URL für Ihren Proxy-Server ein.,yes
284,de,Speicher & Wiederherstellung,Wie importiere ich eine VPN-Konfigurationsdatei?,"VPN importieren, VPN-Datei, VPN-Konfigurationsdatei","Gehen Sie zu Einstellungen > Netzwerk > VPN, tippen Sie auf + und wählen Sie Aus Datei importieren... um eine vorhandene VPN-Konfigurationsdatei zu importieren.",yes
285,de,Netzwerk & Konnektivität,Wie greife ich auf Mobilfunknetzwerk-Einstellungen zu?,"Mobilfunknetzwerk, Mobilfunk, Mobilfunkdaten, SIM","Gehen Sie zu Einstellungen > Mobilfunknetzwerk. Hier können Sie Mobilfunkdaten, Datenroaming, aktivierte Bänder, IP-Konfiguration, Access Point Namen (APN), MMS-Einstellungen, SIM-Sperre und Modem-Details verwalten.",yes
286,de,Netzwerk & Konnektivität,Wie schalte ich Mobilfunkdaten auf FuriOS ein?,"Mobilfunkdaten, Mobilfunkdaten, Daten ein",Gehen Sie zu Einstellungen > Mobilfunknetzwerk und schalten Sie Mobilfunkdaten ein um Daten über Ihr Mobilfunknetzwerk zu nutzen.,yes
287,de,Allgemein,Wie aktiviere ich Datenroaming auf FuriOS?,"Datenroaming, Roaming, internationale Daten",Gehen Sie zu Einstellungen > Mobilfunknetzwerk und schalten Sie Datenroaming ein um Mobilfunkdaten zu nutzen wenn Sie im Roaming bei anderen Netzwerken sind.,yes
288,de,Einstellungen,Wie konfiguriere ich MMS-Einstellungen auf FuriOS?,"MMS, Multimedia-Nachrichten, MMS-Einstellungen, Bildnachrichten","Gehen Sie zu Einstellungen > Mobilfunknetzwerk > Multimedia-Nachrichtendienst. Geben Sie den Nachrichtenproxy, Nachrichtenzentrale (MMSC) URL, Access Point Name (APN), Benutzername und Passwort für Ihren Netzbetreiber ein.",yes
289,de,Netzwerk & Konnektivität,Wie sperre ich meine SIM-Karte mit einer PIN?,"SIM-Sperre, SIM-PIN, SIM sperren",Gehen Sie zu Einstellungen > Mobilfunknetzwerk > SIM-Sperre und schalten Sie SIM mit PIN sperren ein. Sie müssen eine PIN eingeben die jedes Mal erforderlich ist wenn das Gerät startet.,yes
290,de,Netzwerk & Konnektivität,Wie zeige ich Modem-Details auf FuriOS an?,"Modem-Details, IMEI, Netzwerkstatus, Signalstärke","Gehen Sie zu Einstellungen > Mobilfunknetzwerk > Modem-Details. Dies zeigt Netzbetreiber, Netzwerktyp (z.B. LTE), Signalstärke, Netzwerkstatus, IMS-Registrierung, Voice/SMS-Fähigkeit, Hersteller, Modell, Firmware-Version und IMEI.",yes
291,de,Allgemein,Wie finde ich meine IMEI-Nummer auf FuriOS?,"IMEI, IMEI-Nummer, Geräte-ID",Gehen Sie zu Einstellungen > Mobilfunknetzwerk > Modem-Details. Ihre IMEI-Nummer wird am unteren Ende des Modem-Informationsbildschirms angezeigt.,yes
292,de,Netzwerk & Konnektivität,Wie wähle ich ein Mobilfunknetzwerk manuell aus?,"Netzwerkauswahl, manuelles Netzwerk, Netzbetreiber-Auswahl",Gehen Sie zu Einstellungen > Mobilfunknetzwerk > Netzwerk. Deaktivieren Sie Automatisch um manuell aus verfügbaren Netzwerken auszuwählen.,yes
293,de,Netzwerk & Konnektivität,Wie verbinde ich ein Bluetooth-Gerät mit FuriOS?,"Bluetooth, Bluetooth koppeln, Bluetooth verbinden",Gehen Sie zu Einstellungen > Bluetooth. Stellen Sie sicher dass Bluetooth aktiviert ist. Verfügbare Geräte werden in der Liste angezeigt - tippen Sie auf ein Gerät um es zu koppeln und zu verbinden.,yes
294,de,Netzwerk & Konnektivität,Kann ich Dateien über Bluetooth auf FuriOS empfangen?,"Bluetooth-Dateiübertragung, Dateien über Bluetooth empfangen",Ja! Gehen Sie zu Einstellungen > Bluetooth und stellen Sie sicher dass Bluetooth an ist. Ihr Gerät ist jetzt sichtbar und verfügbar für Bluetooth-Dateiübertragungen. Übertragene Dateien werden im Downloads-Ordner platziert.,yes
295,de,Einstellungen,Wie ändere ich die Skalierung auf FuriOS?,"Anzeigeskalierungsfaktor, Bildschirmskalierung, Zoom, Größe der Benutzeroberfläche","Gehen Sie zu Einstellungen > Bildschirme und passen Sie den Skalierungsfaktor an. Optionen umfassen 100%, 125%, 150%, 175% und 200%.",yes
296,de,Einstellungen,Was ist die FLX1s-Bildschirmauflösung und Bildwiederholfrequenz?,"Bildschirmauflösung, Bildwiederholfrequenz, Anzeigemerkmale",Der FLX1s hat eine Auflösung von 720 x 1600 mit einer Bildwiederholfrequenz von 90 Hz. Sehen Sie dies unter Einstellungen > Anzeigen.,yes
297,de,Allgemein,Wie aktiviere ich den Nachtmodus auf FuriOS?,"Nachtmodus, Blaulichtfilter, Augenstress, warmer Bildschirm",Gehen Sie zu Einstellungen > Bildschirme > Nachtmodus. Schalten Sie Nachtmodus ein und passen Sie den Regler Farbtemperatur an. Der Nachtmodus macht den Bildschirm wärmer gefärbt um Augenstress und Schlafprobleme zu verhindern.,yes
298,de,Allgemein,Wie aktiviere ich Wake-Gesten auf FuriOS?,"Wake-Geste, Neigen zum Aufwachen, Heben zum Aufwachen",Gehen Sie zu Einstellungen > Bildschirme und schalten Sie Wake-Geste ein um den Wake-Gesten-Sensor zu aktivieren. Sie können auch Neigen zum Aufwachen aktivieren um den Bildschirm zu aktivieren indem Sie das Gerät neigen.,yes
299,de,Einstellungen,Welche Anzeigeoptionen sind auf FuriOS verfügbar?,"Anzeigenanpassung, lebendiger Modus, HDR, Schärfe","Gehen Sie zu Einstellungen > Bildschirme > Anzeigenanpassung. Optionen umfassen: PQ-Modus (lebhaft), Anzeigefarbe, Inhaltsfarbe, Inhaltsfarbe Video, Schärfe, dynamischer Kontrast, dynamische Schärfe, Anzeigeverbindung, ISO-adaptive Schärfe, Ultra-Auflösung und Video-HDR.",yes
300,de,Einstellungen,Wie ändere ich das Soundausgabegerät auf FuriOS?,"Soundausgabe, Lautsprecher, Audioausgabe, Hörer","Gehen Sie zu Einstellungen > Audio und ändern Sie das Dropdown Ausgabegerät. Optionen umfassen: Zum Lautsprecher ausgeben, Parkierungsport, Zum Hörer ausgeben und Keine Ausgabe.",yes
301,de,Einstellungen,Wie ändere ich die Mikrofoneingabe auf FuriOS?,"Mikrofon, Eingabegerät, Mikrofon-Einstellungen","Gehen Sie zu Einstellungen > Audio und ändern Sie das Dropdown Eingabegerät. Optionen umfassen: Vom eingebauten Mikrofon eingeben, Parkierungsport, Vom hinteren Mikrofon eingeben, Vom Sprachanruf eingeben und Keine Eingabe.",yes
302,de,Einstellungen,Wie ändere ich den Klingelton auf FuriOS?,"Warnton, Benachrichtigungston, Systemtöne","Gehen Sie zu Einstellungen > Audio > Warnton. Wählen Sie aus: Keine, Klick, String, Swing oder Summen.",yes
303,de,Allgemein,Wie teste ich meine Lautsprecher auf FuriOS?,"Lautsprecher testen, Lautsprecher-Test, Audio-Test",Gehen Sie zu Einstellungen > Sound und tippen Sie auf Test... neben Ausgabe. Ein Popup wird angezeigt das Ihnen erlaubt jeden Lautsprecher zu testen.,yes
304,de,Einstellungen,Wie ändere ich den Energiesparmodus auf FuriOS?,"Energiesparmodus, Leistungsmodus, Batteriesparmonitor, Energiesparen","Gehen Sie zu Einstellungen > Energie. Wählen Sie aus: Leistung  (hohe Leistung und Energieverbrauch), Ausgeglichen (Standard) oder Energiesparen (reduzierte Leistung und Energieverbrauch).",yes
305,de,Allgemein,Wie schalte ich die Akku anzeige ein ?,"Batterieprozentsatz, Batteriestand, Prozentsatz anzeigen",Gehen Sie zu Einstellungen > Energie und schalten Sie die (Show Battery Percentage) anzeigen ein um den genauen Ladestand in der oberen Leiste anzuzeigen.,yes
306,de,FuriOS / FuriPhone,Wie aktiviere ich automatische Bildschirmhelligkeit auf FuriOS?,"automatische Helligkeit, automatische Helligkeit, adaptive Helligkeit",Gehen Sie zu Einstellungen > Energie > Power Savings und schalten Sie Automatische Bildschirmhelligkeit ein um die Bildschirmhelligkeit basierend auf dem Umgebungslicht anzupassen.,yes
307,de,Einstellungen,Was ist Batman-Energieverwaltung?,"Batman, Batman-Energie, Energieverwaltung",Batman ist die fortgeschrittene Energieverwaltung für FuriOS. Gehen Sie zu Einstellungen > Energie > PowerSavings Batman-Energieverwaltung um auf Batman Power Saving Options für fortgeschrittene Energiekontrolle zuzugreifen.,yes
308,de,Allgemein,Wie ändere ich die Verzögerung zum Bildschirm ausschalten auf FuriOS?,"Bildschirm-Timeout, Bildschirm ausschalten, Auto aus",Gehen Sie zu Einstellungen > Energie > Power Savings und passen Sie Bildschirm automatisch ausschalten an. Stellen Sie die Verzögerung (z.B. 5 Minuten) ein für wie lange der Bildschirm nach Inaktivität ausgeschaltet wird.,yes
309,de,Einstellungen,Wie ändere ich das Theme auf FuriOS?,"Theme, dunkler Modus, heller Modus, Erscheinungsbild",Gehen Sie zu Einstellungen > Erscheinungsbild. Unter Stil wählen Sie Standard oder Dunkelmodus.,yes
310,de,Allgemein,Wie ändere ich die Akzentfarbe auf FuriOS?,"Akzentfarbe, Theme-Farbe, Farbschema",Gehen Sie zu Einstellungen > Erscheinungsbild und wählen Sie eine Akzentfarbe aus der Farbpalette um die System-Hervorhebungsfarbe anzupassen.,yes
311,de,Allgemein,Wie ändere ich das Hintergrundbild auf FuriOS?,"Hintergrundbild, Hintergrundbild, Startbildschirm-Hintergrundbild",Gehen Sie zu Einstellungen > Erscheinungsbild und tippen Sie auf + Bild hinzufügen... unter Hintergrundbild um ein benutzerdefiniertes Hintergrund-Bild auszuwählen.,yes
312,de,FuriOS / FuriPhone,Wie zeige ich installierte Apps auf FuriOS an?,"installierte Apps, App-Liste, Apps",Gehen Sie zu Einstellungen > Apps. Sie sehen eine suchbare Liste aller installierten Anwendungen. Tippen Sie auf eine App um ihre Details und Berechtigungen anzuzeigen.,yes
313,de,Android-Apps,Wie stelle ich Standard-Apps auf FuriOS ein?,"Standard-Apps, Standard-Browser, Standard-E-Mail","Gehen Sie zu Einstellungen > Apps > Vorgabe Anwendung. Hier können Sie Standard-Apps einstellen für: Web, Mail, Kalender, Musik, Video, Fotos, Anrufe und SMS.",yes
314,de,Einstellungen,Wie konfiguriere ich Autoplay für Wechselmedien auf FuriOS?,"Media-Autostart, Autoplay, Wechselmedien","Gehen Sie zu Einstellungen > Anwendungen > Vorgabe Anwendung und scrollen Sie zu Wechselmedien. Schalten Sie Media-Autostart um und stellen Sie Aktionen für CD Audio, DVD Video, Musik-Player, Fotos, Software und andere Medientypen ein.",yes
315,de,Android-Apps,Wie verberge ich eine App im App-Gitter auf FuriOS?,"App verbergen, aus Launcher entfernen, aus Gitter verbergen","Gehen Sie zu Einstellungen > Anwendungen, wählen Sie die App und schalten Sie Im App-Gitter verbergen ein um sie aus dem App-Gitter zu entfernen.",yes
316,de,Allgemein,Wie aktiviere ich Nicht-Stören auf FuriOS?,"Nicht-Stören, DND, stiller Modus",Gehen Sie zu Einstellungen > Benachrichtigungen und schalten Sie Nicht-Stören ein um Benachrichtigungen zu stummschalten.,yes
317,de,Einstellungen,Wie konfiguriere ich App-Benachrichtigungen auf FuriOS?,"App-Benachrichtigungen, Benachrichtigungseinstellungen, Benachrichtigungsbanner","Gehen Sie zu Einstellungen > Benachrichtigungen und wählen Sie eine App. Sie können konfigurieren: In Benachrichtigungsliste anzeigen, Sound, Banner anzeigen, Inhalt anzeigen und Sperrbildschirm-Einstellungen für jede App.",yes
318,de,Allgemein,Wie füge ich ein Google-Konto auf FuriOS hinzu?,"Google-Konto, Google hinzufügen, Gmail","Gehen Sie zu Einstellungen > Online-Konten und tippen Sie auf Google. Melden Sie sich mit Ihrem Browser an um E-Mail, Kalender, Kontakte und Dateien zu verbinden.",yes
319,de,Speicher & Wiederherstellung,Wie füge ich ein Nextcloud-Konto auf FuriOS hinzu?,"Nextcloud, Nextcloud hinzufügen, Cloud-Speicher","Gehen Sie zu Einstellungen > Online-Konten und tippen Sie auf Nextcloud. Geben Sie Ihre Serveradresse ein (z.B. example.com oder 192.168.0.82) um Kalender, Kontakte und Dateien zu verbinden.",yes
320,de,Allgemein,Wie füge ich ein Microsoft 365-Konto auf FuriOS hinzu?,"Microsoft 365, Office 365, Outlook","Gehen Sie zu Einstellungen > Online-Konten und tippen Sie auf Microsoft 365. Sie können sich mit Ihrem Organisationskonto für E-Mail, Kalender, Kontakte und Dateien verbinden.",yes
321,de,Speicher & Wiederherstellung,Wie füge ich ein IMAP-E-Mail-Konto auf FuriOS hinzu?,"IMAP, E-Mail-Konto, SMTP, E-Mail-Server","Gehen Sie zu Einstellungen > Online-Konten > E-Mail-Server (IMAP/SMTP). Geben Sie Ihren Namen, E-Mail, Passwort ein und konfigurieren Sie IMAP/SMTP-Servereinstellungen mit Verschlüsselungsoptionen.",yes
322,de,Allgemein,Welche Online-Konten kann ich auf FuriOS hinzufügen?,"Online-Konten, Cloud-Konten, Synchronisierungskonten","FuriOS unterstützt: Nextcloud, Google, Microsoft 365, Microsoft Exchange, E-Mail-Server (IMAP/SMTP), Kalender, Kontakte und Dateien (WebDAV) sowie Enterprise-Authentifizierung (Kerberos).",yes
323,de,Allgemein,Wie teile ich Medien mit anderen Geräten auf FuriOS?,"Media-Teilen, DLNA, Media streamen","Gehen Sie zu Einstellungen > Freigabe. Aktivieren Sie Media-Teilen um Musik, Fotos und Videos an Geräte in Ihrem aktuellen Netzwerk zu streamen.",yes
324,de,Allgemein,Wie ändere ich den Gerätenamen auf FuriOS?,"Gerätename, Hostname, Telefonname",Gehen Sie zu Einstellungen > Freigabe und bearbeiten Sie das Feld Gerätename um zu ändern wie Ihr Gerät im Netzwerk angezeigt wird.,yes
325,de,Einstellungen,Wie ändere ich die primäre Maustaste auf FuriOS?,"Maustaste, Linkshänder Maus, primäre Schaltfläche",Gehen Sie zu Einstellungen > Maus & Touchpad. Unter Primäre Schaltfläche wählen Sie Links oder Rechts um die Reihenfolge der physischen Tasten auf Mäusen und Touchpads einzustellen.,yes
326,de,Einstellungen,Wie füge ich eine Tastatur-Eingabequelle oder Sprache hinzu?,"Tastaturlayout, Eingabequelle, Sprach-Tastatur",Gehen Sie zu Einstellungen > Tastatur und tippen Sie auf + Eingabequelle hinzufügen unter Eingabequellen um ein neues Tastaturlayout oder Eingabemethode hinzuzufügen.,yes
327,de,Einstellungen,Wie wechsele ich Tastatur-Eingabequellen auf FuriOS?,"Tastatur wechseln, Sprache ändern, Eingabe-Wechsel",Verwenden Sie die Tastenkombination Super+Space um Eingabequellen zu wechseln. Sie können dies unter Einstellungen > Tastatur > Verknüpfungen anzeigen und anpassen ändern.,yes
328,de,Einstellungen,Wie konfiguriere ich die Compose-Taste auf FuriOS?,"Compose-Taste, Sonderzeichen, Akzente","Gehen Sie zu Einstellungen > Tastatur > Compose-Taste. Aktivieren Sie sie und wählen Sie eine Taste (Rechte Alt, Linke Super, Rechte Super, Menü-Taste, Strg, Caps Lock usw.). Verwenden Sie Compose-Sequenzen wie Compose+o+c für ©.",yes
329,de,Einstellungen,Wie zeige ich Tastaturkurzbefehle auf FuriOS an?,"Tastaturkurzbefehle, Hotkeys, Tastatur-Bindings","Gehen Sie zu Einstellungen > Tastatur > Verknüpfungen anzeigen und anpassen. Kategorien umfassen: Barrierefreiheit, Starter, Navigation, Screenshots, Sound und Media, System, Eingabe und Fenster.",yes
330,de,Einstellungen,Wie konfiguriere ich die Assistenten-Taste auf FuriOS?,"Assistenten-Taste, Hardware-Taste, Seitentaste","Gehen Sie zu Einstellungen > Assistenten Button. Konfigurieren Sie Aktionen für kurzes, langes und doppeltes Drücken. Optionen umfassen: Taschenlampe umschalten, Kamera öffnen, Bild machen, Screenshot machen, Tab/Zurück/Escape-Taste senden und manuelle Drehung.",yes
331,de,Allgemein,Welche Aktionen kann ich der Assistenten-Taste zuweisen?,"Assistenten-Tasten-Aktionen, Schaltflächenfunktionen","Die Assistenten-Taste unterstützt: Keine Aktion (Deaktivieren), Taschenlampe umschalten, Kamera öffnen, Bild machen, Screenshot machen, Tab-Taste senden, manuelle Drehung, Zurück-Taste senden und Escape-Taste senden.",yes
332,de,Android-Apps,Wie starte ich den Android-Container auf FuriOS?,"Android, Android starten, Android-Apps, Andromeda",Gehen Sie zu Einstellungen > Android und tippen Sie auf Android-Container starten. Sie können Autostart aktivieren um Android automatisch beim Booten zu starten.,yes
333,de,Android-Apps,Kann ich Android-Apps auf FuriOS ausführen?,"Android-Apps, Play Store, Android-Unterstützung",Ja! FuriOS führt Android-Apps über einen Container aus. Gehen Sie zu Einstellungen > Android um den Android-Container zu verwalten. Sie können Apps aus Aurora Store oder F-Droid installieren. Die Android-Version ist LineageOS 20.,yes
334,de,FuriOS / FuriPhone,Wie installiere ich Android-Apps auf FuriOS?,"Aurora Store, F-Droid, Android-App-Installation",Öffnen Sie Aurora Store oder F-Droid im Android-Container um Android-Apps zu durchsuchen und zu installieren. Nach der Installation erscheinen App-Symbole automatisch in Ihrer Phosh-App-Schublade neben nativen Linux-Apps - keine zusätzlichen Schritte erforderlich!,yes
335,de,Android-Apps,Wie teile ich Dateien zwischen Linux und Android auf FuriOS?,"Gemeinsamer Ordner, Android-Dateien, Linux-Android-Teilen",Gehen Sie zu Einstellungen > Android und aktivieren Sie Gemeinsamer Ordner um Dateifreigabe zwischen dem Linux-Host und Android-Gast zu aktivieren.,yes
